Wl Flux
0.00012966198880352004 0.0
0.00013360100201455764 0.0
0.00013765966342194975 0.0
0.00014184160275302433 0.0
0.000146150449236971 0.0
0.0001505902947384719 0.0
0.00015516501254934367 0.0
0.00015987870509021727 0.0
0.00016473544309180088 0.0
0.0001697398489648 0.0
0.00017489656116148624 0.0
0.00018020947425320316 0.0
0.0001856841097213955 0.0
0.0001913248883672267 0.0
0.00019713684784909387 0.0
0.00020312580536641426 0.0
0.00020929614662305464 0.0
0.00021565439395467023 0.0
0.00022220551779949694 0.0
0.00022895581783144016 0.0
0.00023591147512806032 0.0
0.00024307779425557967 0.0
0.00025046231263458474 0.0
0.0002580710805933938 0.0
0.0002659112013419809 0.0
0.00027398864394347295 0.0
0.00028231219056248084 0.0
0.00029088870640371406 0.0
0.0002997253762904527 0.0
0.0003088308030470448 0.0
0.00031821205727916406 0.0
0.0003278788213317532 0.0
0.00033783914914356923 0.0
0.00034810282279879555 0.0
0.00035867759199525903 0.0
0.0003695729258884448 0.0
0.00038080051255141596 0.0
0.00039236809382682086 0.0
0.00040428884230297914 0.0
0.00041656970151581217 0.0
0.00042922543065444286 0.0
0.00044226388794294235 0.0
0.00045569960171770653 0.0
0.0004695437591399794 0.0
0.00048380808935929607 0.0
0.0004985049510672401 0.0
0.0005136474347988089 0.0
0.0005292525557851754 0.0
0.0005453292862833415 0.0
0.0005618966009674091 0.0
0.0005789645547224294 0.0
0.0005965546466897417 0.0
0.0006146743723868245 0.0
0.0006333477321890416 0.0
0.0006525877803127457 0.0
0.0006724126345175801 0.0
0.0006928417579420913 0.0
0.0007138905823443493 0.0
0.0007355749691656899 0.0
0.0007579238892731677 0.0
0.0007809432422793389 0.0
0.000804672133081596 0.0
0.0008291180355851393 0.0
0.0008543021811142188 0.0
0.0008802556442055533 0.0
0.0009069951036128983 0.0
0.0009345485233649834 0.0
0.0009629383208475971 0.0
0.0009921911531967991 0.0
0.001022332198234963 0.0
0.0010533892786350814 0.0
0.001085389590163267 0.0
0.0011183619639491215 0.0
0.001152337130612096 0.0
0.0011873433850750179 0.0
0.001223412078494147 0.0
0.0012605783550481882 0.0
0.0012988727642358994 0.0
0.0013383312192882266 0.0
0.0013789860092110985 0.0
0.0014208775839232406 0.0
0.0014640427396903034 0.0
0.00150851798111663 0.0
0.001554344408218921 0.0
0.0016015632204499143 0.0
0.0016502153172445223 0.0
0.0017003471545741328 0.0
0.0017520020044083583 0.0
0.0018052255980675583 0.0
0.0018600665234112215 0.0
0.0019165726549916502 0.0
0.001974794723904299 0.0
0.0020347867796619247 0.0
0.002096597077935388 0.0
0.0021602913299581224 0.0
0.0022259142884557877 0.0
0.002293534306229022 0.0
0.0023632137823703402 0.0
0.002434999881227444 0.0
0.002508974459326919 0.0
0.0025851914227178114 0.0
0.0026637290941032643 0.0
0.0027446480005509223 0.0
0.0028280282240498622 0.0
0.0029139378772888654 0.0
0.0030024580999809393 0.0
0.003093665617247869 0.0
0.0031876527790247276 0.0
0.0032844843701149594 0.0
0.003384263332730144 0.0
0.0034870757730770833 0.0
0.0035929984683996125 0.0
0.0037021554390741836 0.0
0.003814620452056675 0.0
0.003930501199296577 0.0
0.004049913783674941 0.0
0.004172926743556595 0.0
0.004299707226916088 0.0
0.004430314944167724 0.0
0.004564917297273449 0.0
0.004703580851304667 0.0
0.004846469127045131 0.0
0.004993709280047539 0.0
0.005145407195535451 0.0
0.005301701461182177 0.0
0.005462773211786271 0.0
0.005628718748770291 0.0
0.005799705011684572 0.0
0.00597591350613755 0.0
0.0061574594277532535 0.0
0.0063445011909052705 0.0
0.00653720704571056 0.0
0.006735806474760435 0.0
0.006940448830529901 0.0
0.007151287015710289 0.0
0.007368537644949583 0.0
0.007592373613201651 0.0
0.007823042027307507 0.0
0.008060672179378467 0.0
0.00830553829408953 0.0
0.008557864171284759 0.0
0.008817803167585105 0.0
0.009085686018035584 0.0
0.009361710734467453 0.0
0.009646110036645695 0.0
0.009939139797053543 0.0
0.010241084388900108 0.0
0.010552189667800877 0.0
0.010872751521869362 0.0
0.011203047055616663 0.0
0.011543383950796208 0.0
0.011894045460193578 0.0
0.012255378488106823 0.0
0.01262767116913647 0.0
0.01301127909440215 0.0
0.013406545810923279 0.0
0.013813815991300528 0.0
0.014233454756827869 0.0
0.014665850982467534 0.0
0.015111371009775816 0.0
0.015570454034503224 0.0
0.01604346223410455 0.0
0.01653083158823471 0.0
0.017032997144882253 0.0
0.01755045578428924 0.0
0.018083601740575668 0.0
0.01863295554655473 0.0
0.019198999048778028 0.0
0.01978224310811301 0.0
0.02038318668638585 0.0
0.02100240501676508 0.0
0.021640414883836546 0.0
0.022297813706345183 0.0
0.02297518475739201 0.0
0.023673147828109926 0.0
0.024392299820950217 0.0
0.025133340059820087 0.0
0.02589680265516235 0.0
0.02668354422726531 0.0
0.027494178450124154 0.0
0.02832934011517787 0.0
0.02918996910648862 0.0
0.03007670614827052 0.0
0.030990418249772656 0.0
0.031931818758595236 0.0
0.03290188473456628 0.0
0.03390143008533941 0.0
0.034931309772185615 0.0
0.03599242644849437 0.0
0.03708588913107363 0.0
0.038212427793005314 0.0
0.03937328199819891 0.0
0.04056945541342963 0.0
0.041801816105309475 0.0
0.04307165716079383 0.0
0.04438017700849916 0.0
0.04572843216767104 0.0
0.04711752405861931 0.0
0.04854886497945749 0.0
0.050023717278701134 0.0
0.05154342013116332 0.0
0.05310909237171968 0.0
0.05472253718966612 0.0
0.05638505402041363 0.0
0.058097994934709275 0.0
0.05986277314985055 0.0
0.06168129056511629 0.0
0.06355519176402302 0.0
0.06548575692938917 0.0
0.0674752725284272 0.0
0.06952521939047189 0.0
0.07163711228644207 0.0
0.07381310349848651 0.0
0.0760555393729481 0.0
0.07836631756584497 0.0
0.08074671485985689 0.0
0.08319946046224846 0.0
0.08572758194424307 0.0
0.08833102801831193 0.0
0.09101475690409946 0.0
0.0937797337220894 0.0
0.09662864338053583 0.0
0.09956406239459682 0.0
0.10258862428002596 0.0
0.10570513436636278 0.0
0.10891633715097106 0.0
0.11222500622548214 0.0
0.11563422208346001 0.0
0.1191471317688249 0.0
0.12276660575728097 0.0
0.12649599808866768 0.0
0.13033871706921304 0.0
0.13429820652443702 0.0
0.13837813242002917 0.0
0.14258174933790344 0.0
0.14691315649016162 0.0
0.15137628167852432 0.0
0.15597477929462464 0.0
0.16071304119836602 0.0
0.16559519579408158 0.0
0.1706259351345069 0.0
0.1758092961684255 0.0
0.18115020535954338 0.0
0.18665319932466395 0.0
0.19232346683358975 0.0
0.19816572119032358 0.0
